gene,condition,guide_correlation,correlation_ceiling,n_signif_union
ITGAL,Stim8hr,0.5535770752321943,0.8544941690415513,37
ITK,Stim8hr,0.5874753224057335,0.7708673763838204,2459
ITM2A,Stim8hr,-0.0638174178039947,0.5062897198787314,220
ITPK1,Stim8hr,0.555497191370874,0.9188333957142444,14
JAK2,Stim8hr,0.511745064405747,0.9298151115335506,24
JAKMIP2,Stim8hr,-0.0963316556334826,0.4990695711500959,219
JUNB,Stim8hr,0.9180589719007056,0.8118120416020848,14
JUND,Stim8hr,-0.2727501918581175,,16
KAT6A,Stim8hr,0.7432388899030873,0.8503794349364534,82
KAT14,Stim8hr,0.5861448138920776,0.9050973429874662,161
KBTBD3,Stim8hr,0.6065516289781966,0.9441543515845978,6
KCTD3,Stim8hr,0.1391582640050973,0.8148885889477449,85
KCTD21,Stim8hr,0.2632986190434641,0.2159650324486333,486
KDELR2,Stim8hr,0.6059412972661802,0.6631067652165892,10
KDM1A,Stim8hr,0.8441142924343499,0.848961762438172,1007
KDM2A,Stim8hr,0.7577725129074949,0.8056142000548493,104
KDM3B,Stim8hr,0.5899691566491237,0.8993427384488041,51
KDM5C,Stim8hr,0.660227789454274,0.858529716903877,23
KDM6A,Stim8hr,0.4845543680783511,0.680938740004767,5
KEAP1,Stim8hr,0.8093406797729102,0.9211455635217692,81
KHDRBS1,Stim8hr,-0.1287233091790723,0.716579609645012,598
KIAA0556,Stim8hr,0.5937888600307524,0.7259771433527133,318
KIAA2026,Stim8hr,-0.0457769333931384,0.8465047306153902,7
KIF16B,Stim8hr,0.1769465988822768,0.5407505296930665,349
KIF20A,Stim8hr,0.468396742283542,0.812325769197076,1029
KIFAP3,Stim8hr,0.035687794176046,0.6769424679347741,1374
KLF2,Stim8hr,0.7742523559777413,0.7590846116469028,245
KLF4,Stim8hr,0.1357350564111146,0.8548270801646108,115
KLF10,Stim8hr,0.301737762827507,0.8905989490886186,17
KLHDC10,Stim8hr,-0.329404428936543,0.8377668351339226,31
KMT2C,Stim8hr,0.4736321783073971,0.8443501321101294,17
KMT2E,Stim8hr,0.5517319118636206,0.6787740089245787,150
KMT5B,Stim8hr,0.7585894106318165,0.8360379539052922,98
KPNA1,Stim8hr,-0.1995682854571661,,1378
KPNA4,Stim8hr,0.3272592995066237,,457
KRBA2,Stim8hr,0.5410647415983489,0.8608972659176514,40
KRCC1,Stim8hr,-0.1355572576979859,0.4044306762289635,193
KRT72,Stim8hr,-0.0813488142991886,0.5086243715345299,282
KTI12,Stim8hr,0.7885624893042608,0.8754158272207846,110
KTN1,Stim8hr,0.4121591874277955,0.9446488120942436,10
L2HGDH,Stim8hr,0.7686288621769232,0.9064348737622356,78
L3MBTL2,Stim8hr,0.8238014109514888,0.8755637981661509,106
L3MBTL3,Stim8hr,0.9168230141145446,0.9337367915014588,7
LAGE3,Stim8hr,0.5377884750596141,0.6265885481318179,212
LAMTOR3,Stim8hr,-0.1395866616145623,0.8110391493895902,140
LAMTOR4,Stim8hr,0.9937302089490712,0.992179816246298,5
LARS2,Stim8hr,0.7866981878912155,0.7400267976039236,284
LAT2,Stim8hr,0.3537325626375114,,35
LBH,Stim8hr,0.1153578935262506,0.4781084443805846,8
LEO1,Stim8hr,0.6824137697364737,0.8480298368491148,1600
LIG1,Stim8hr,0.4370930882964498,0.7871740343176685,194
LIG4,Stim8hr,0.4216004657264522,0.4397213506408177,63
LIN37,Stim8hr,-0.1130315572816748,0.635782038383971,167
LMTK2,Stim8hr,0.4755671597821264,0.8963459155993597,66
LOXL4,Stim8hr,0.7153706780805311,,90
LPCAT3,Stim8hr,0.6638595138623239,0.814294803677822,38
LRBA,Stim8hr,-0.103421063444402,,4610
LRIG1,Stim8hr,0.0118866742626647,,915
LRP2BP,Stim8hr,0.0113514378380537,,746
LRP6,Stim8hr,0.1905315851057157,,105
LRPPRC,Stim8hr,0.8184980566713371,0.9197840625940288,154
LSM12,Stim8hr,0.8744924871158319,0.9602375557762324,17
LTB4R,Stim8hr,-0.1914038483792841,0.6705797072250571,136
LYRM2,Stim8hr,0.4475232727554793,0.894575053029835,32
MAEA,Stim8hr,0.3765232285448123,0.8068473842201802,182
MAIP1,Stim8hr,0.9337771995495544,0.9674547289855504,5
MALT1,Stim8hr,0.6743583865333728,0.8647780588788586,559
MAMLD1,Stim8hr,0.7688125744931961,0.9386818827296746,11
MAN2A2,Stim8hr,-0.2697480816093642,0.7192189999026963,109
MAP3K1,Stim8hr,0.6703726169870382,,8
MAP3K13,Stim8hr,0.2055260039039587,0.9357447229782222,48
MAP4K1,Stim8hr,0.6046414130153626,0.6564694998722375,17
MAP6D1,Stim8hr,-0.1036737029045613,0.7710466647869356,22
MARK2,Stim8hr,0.2605048898877112,0.8409183031132629,13
MATR3,Stim8hr,0.3338033897855104,0.7127284146565773,3
MAU2,Stim8hr,0.0995849510248249,0.6779791871908679,13
MAX,Stim8hr,0.7686436511925461,0.8152212694829732,658
MBD3,Stim8hr,0.4121991660201451,0.9293039312943044,7
MBD5,Stim8hr,0.1444083829253265,,3237
MBIP,Stim8hr,0.6309405950738544,0.8970918929088366,45
MBTPS1,Stim8hr,0.9234022203007424,0.9407298004696688,26
MCM8,Stim8hr,0.737295097571985,0.7570374938576924,62
MCTS1,Stim8hr,0.812946381793353,0.8417596230659283,279
MDM4,Stim8hr,0.9845161194299892,0.9863838006314396,3
MED12,Stim8hr,0.7760337300577285,0.8445656825913678,3302
MED15,Stim8hr,0.7501715214226644,0.7829378906080154,693
MED19,Stim8hr,0.6812817347938915,0.6577388093037235,2925
MED23,Stim8hr,0.6784623051739016,0.889922654652958,111
MED24,Stim8hr,0.8186636970053354,0.8898071314124347,1196
MEF2D,Stim8hr,0.6141770867780217,0.8798460392517046,5
MEN1,Stim8hr,0.6224055660244344,0.7992068575775645,567
METAP2,Stim8hr,0.2210605191724857,0.885475651162581,81
METRN,Stim8hr,-0.3304967091122734,0.8391422307902048,25
METTL1,Stim8hr,0.6886495111306119,0.8871618233388294,357
METTL3,Stim8hr,0.1991623667963374,0.6237914398128457,134
METTL23,Stim8hr,0.9297270492109828,0.980861131018796,21
MGA,Stim8hr,0.7007526401608544,0.7988609154095213,47
MIDN,Stim8hr,0.9977725389102396,0.9842224300942566,4
MIGA2,Stim8hr,0.568544028467249,0.8458246073887676,16
MIOS,Stim8hr,0.1599378053530615,0.7733473832950378,261
MIPEP,Stim8hr,0.9563004781417416,0.9660094640240212,5
MLKL,Stim8hr,0.8343953457093505,0.8185365631532601,5
MLST8,Stim8hr,0.8739048795438363,0.9468520576930124,12
MMAB,Stim8hr,0.377703984405059,0.7993641139062986,181
MMGT1,Stim8hr,0.870370351407309,0.9236646014833289,12
MMP9,Stim8hr,-0.468963849147364,0.4392202575101154,76
MNT,Stim8hr,-0.0730831868579212,,76
MOGS,Stim8hr,0.3342169151241571,0.903557749429977,25
MORF4L1,Stim8hr,0.855225120405762,0.944062688381606,16
MOSPD2,Stim8hr,-0.0534326296685157,,1367
MOV10,Stim8hr,0.3476997876025828,0.7189866774736111,369
MPG,Stim8hr,-0.1427040811306579,0.8523722998253562,22
MPI,Stim8hr,0.7243849627388663,0.8559822641233303,1856
MPP2,Stim8hr,-0.118944656580087,0.7526761245690621,11
MRC2,Stim8hr,0.1311774989010919,,859
MRPL2,Stim8hr,0.1284723337538814,,498
MRPL10,Stim8hr,0.0810403180959068,0.8684151210772777,61
MRPL11,Stim8hr,-0.742135022745796,0.6508062403264709,6
MRPL16,Stim8hr,0.6281011525816954,0.911616037592314,11
MRPL17,Stim8hr,0.0805796908576197,,34
MRPL18,Stim8hr,0.7599216947599706,0.8983892803866194,3
MRPL21,Stim8hr,0.4718969269093246,0.7674775519308032,67
MRPL22,Stim8hr,-0.1605130886663588,0.5627460249795543,34
MRPL35,Stim8hr,-0.1014653893503576,0.9171254654609856,8
MRPL37,Stim8hr,0.5661970751879264,0.9063813075129884,7
MRPL42,Stim8hr,0.5923475288519752,0.757284935549734,247
MRPL43,Stim8hr,0.1071736239984208,0.8392035190589561,30
MRPL45,Stim8hr,0.1654967325021099,0.771994206387984,89
MRPL46,Stim8hr,0.8024160684187243,0.8211805344196321,122
MRPL49,Stim8hr,0.7130755803211603,,5
MRPS2,Stim8hr,0.3907839321414041,0.3672183842448353,437
MRPS11,Stim8hr,0.4331238527902785,0.7153696282367413,196
MRPS15,Stim8hr,0.7242361536601601,0.8362743076277068,53
MRPS16,Stim8hr,0.2409372055648707,,131
MRPS17,Stim8hr,0.3612262745089837,0.6463062354699106,40
MRPS18B,Stim8hr,0.596326130497372,0.7197194986153512,275
MRPS21,Stim8hr,0.1098265245829097,0.355169666710537,147
MRPS23,Stim8hr,0.6281348503264508,0.8798419833107044,30
MRPS24,Stim8hr,0.175251666747671,0.8379501288877121,9
MRPS25,Stim8hr,0.3593043046852849,0.3293575917100184,6
MRPS26,Stim8hr,0.6019331718999298,0.4184830655744277,78
MRPS27,Stim8hr,0.9024948594156992,0.9303841008792488,5
MRPS35,Stim8hr,0.7761039759422935,0.4815852214206748,85
MRRF,Stim8hr,0.9377147274602964,0.957933430531456,7
MSL2,Stim8hr,0.2725884713663268,0.9524008476110292,16
MTA2,Stim8hr,0.7100570840387815,0.8129553829805142,771
MTA3,Stim8hr,-0.018914871159763,,1344
MTHFD1,Stim8hr,0.6895424695942405,0.9257113318157132,18
MTHFD1L,Stim8hr,0.5466228504203428,0.912956125711773,23
MTMR10,Stim8hr,0.1673149689941561,0.4667760682735877,387
MVB12B,Stim8hr,-0.0741216219859025,,882
MYB,Stim8hr,0.436081418109165,0.8386296876945801,257
MYCN,Stim8hr,-0.215398153632113,,397
MYH9,Stim8hr,-0.3100608467252999,,80
MYO9A,Stim8hr,0.4078227122596768,0.7349266394984174,271
MYSM1,Stim8hr,0.9621810510790216,0.9730142810975272,8
N6AMT1,Stim8hr,0.6307449467414469,0.8168931733481684,26
NAA40,Stim8hr,0.1948091375958243,0.6825301407115523,64
NAB2,Stim8hr,0.7409357021346686,0.8789799562590447,106
NABP1,Stim8hr,0.0926070514746799,0.2986347368634508,233
NADSYN1,Stim8hr,0.3787564304341344,0.8574596644607393,27
NAF1,Stim8hr,-0.0027968850499364,0.6764326372057776,187
NARS2,Stim8hr,0.522089612656515,0.9018070441068902,13
NATD1,Stim8hr,0.3030991483292957,0.7713967149899151,190
NCBP3,Stim8hr,-0.0132797511970053,0.7072740925784319,112
NCKAP1L,Stim8hr,0.9097924043650936,0.9202640464912174,102
NCOR1,Stim8hr,0.7257768371473894,0.7536881976926917,794
NCR3,Stim8hr,0.4150525418166606,,103
NDEL1,Stim8hr,-0.1347628834693537,0.2431811356951441,46
NDFIP2,Stim8hr,0.2228527457947926,0.2508854608682148,983
NDRG1,Stim8hr,-0.0913470824349693,,45
NDUFAF5,Stim8hr,0.0113986903885602,,226
NDUFB11,Stim8hr,0.9711956655869188,0.9859351488847494,5
NDUFS8,Stim8hr,0.3559181596918449,0.8107071103943011,29
NEIL1,Stim8hr,0.3636187764466284,,19
NEMF,Stim8hr,-0.2759179468036504,0.8608959668159387,23
NEMP2,Stim8hr,-0.1081284950175233,0.3832520531353275,22
NEUROD2,Stim8hr,-0.2559185449193489,0.9044885507123188,10
NFKB1,Stim8hr,0.296558792312811,0.8803471901878747,63
NFKB2,Stim8hr,0.5250731279000592,0.7841520691051425,404
NFKBIL1,Stim8hr,0.0897255041523316,,411
NFRKB,Stim8hr,0.8359904006117864,0.8611076979874998,993
NIPAL4,Stim8hr,0.4580187749604908,0.8505699565588117,9
NIPBL,Stim8hr,-0.0813511765065807,0.7512891102547811,179
NKAPD1,Stim8hr,0.3212164289416815,0.6177738295751849,497
NKTR,Stim8hr,0.9501012160616096,0.9456172804066394,9
NKX2-2,Stim8hr,0.2541903034266174,,29
NONO,Stim8hr,0.4260272947951849,0.8898442910329764,13
NPC2,Stim8hr,0.599266684118148,0.9215953789627832,38
NPHP4,Stim8hr,-0.024293742723928,,175
NPIPB3,Stim8hr,0.5414425507942737,,61
NR2C2,Stim8hr,0.5321239137464664,0.8989881902815074,130
NR4A3,Stim8hr,0.7565772029172843,0.8653414443736842,3
NRAS,Stim8hr,-0.3447208543876616,,329
NSD1,Stim8hr,0.6884388224267954,0.7842678874207556,887
NSD2,Stim8hr,-0.230155679084016,0.6909098359596562,10
NSG1,Stim8hr,-0.1531502425642904,,68
NSUN4,Stim8hr,0.5613708669003675,0.9505842010536592,30
NUDCD1,Stim8hr,0.8205045652865592,0.8786629909837618,116
NUDT19,Stim8hr,0.4757465917408627,0.9660160961849052,17
NUP188,Stim8hr,0.9662056088289684,0.9640035487888216,4
ODC1,Stim8hr,0.5604809814989459,0.9144250406263036,6
OGT,Stim8hr,0.8517630497856189,0.7604141769657076,16
OPRM1,Stim8hr,0.6085197085015073,0.8725962605517465,27
ORAI1,Stim8hr,0.312274895095627,0.5806753782406038,1052
ORAI2,Stim8hr,-0.0601178039181377,0.5343569718760192,41
OST4,Stim8hr,0.1428341117891645,0.8007831501368936,117
OSTF1,Stim8hr,0.7368941743240733,0.9308879575768126,7
OTUB1,Stim8hr,0.4597343421085966,0.945334878081166,12
OTUD1,Stim8hr,0.681788301731432,0.7832446149871354,171
OXA1L,Stim8hr,0.913898320295015,0.8716212302126158,25
P4HB,Stim8hr,0.6582269000881573,0.8800227247718316,23
PAGR1,Stim8hr,0.8376384566773617,0.8029065260297342,147
PAIP1,Stim8hr,0.3414323760513205,,55
PAK1,Stim8hr,-0.6706787234045364,,20
PAK2,Stim8hr,0.8940733558772617,0.8705935585041669,12
PAN3,Stim8hr,0.9935626197974212,0.9915603421387752,5
PARP2,Stim8hr,-0.0001166784799994,0.8386085591386546,43
PARP14,Stim8hr,-0.1746729963620704,,580
PARS2,Stim8hr,0.7465469459538824,0.8818247602454372,43
PAXIP1,Stim8hr,0.802033121948864,0.9125307240491032,171
PBX2,Stim8hr,0.59373037093186,0.9227031146639548,31
PCBP2,Stim8hr,-0.1683185475894632,0.1990359839057342,370
PCGF1,Stim8hr,0.7904122452882637,0.822668920040506,154
PCGF6,Stim8hr,0.9266836938158002,0.913572539429642,19
PCNX3,Stim8hr,0.4032284153106846,0.8109554026694729,62
PCSK5,Stim8hr,-0.3291935557494761,,379
PCYT2,Stim8hr,0.5299352604788243,0.8167495421326163,188
PDCD2L,Stim8hr,0.3299429848200238,0.8333959691400202,18
PDCD10,Stim8hr,0.9606364918153762,0.9655687820518049,12
PDCL,Stim8hr,0.8651589856660643,0.8809781543827806,160
PDIA6,Stim8hr,0.8773221714993114,0.9264137810047864,87
PDLIM2,Stim8hr,0.0270074515850782,0.4522349398260787,363
PDS5B,Stim8hr,0.956373655905422,0.9515100738087764,6
PDSS1,Stim8hr,0.8451651338755773,0.956162284720942,12
PDSS2,Stim8hr,0.6561172172320633,0.8524627265741674,863
PEX5,Stim8hr,0.5786266072887786,0.9272362666874884,102
PEX6,Stim8hr,0.1081503457598569,0.5402032805843957,513
PFAS,Stim8hr,0.0258580814724907,0.8649517927672922,26
PGAM1,Stim8hr,0.7653611190312318,0.8391172718310945,38
PGGT1B,Stim8hr,0.6249950565685376,0.8035332648714616,2264
PGK1,Stim8hr,0.418680752134257,0.8048122959582749,214
PGS1,Stim8hr,0.4563458978545068,0.8035788761707892,62
PHF3,Stim8hr,0.6565682164954959,0.8848557837195828,20
PHF8,Stim8hr,0.3130539455716302,0.9766480080433684,5
PHF12,Stim8hr,0.6811762051741196,0.9066692148376854,86
PHF23,Stim8hr,0.8317017770385172,0.887265143085604,70
PHLPP2,Stim8hr,0.2668484238868108,0.8704983701952376,42
PHOSPHO2,Stim8hr,0.5854411524450345,0.9384731913367922,66
PIGB,Stim8hr,-0.0502084636643981,0.4666616714134183,85
PIGW,Stim8hr,0.8627931009917881,0.9565896238132852,10
PIK3R4,Stim8hr,0.0448486582603606,0.7981657054427935,66
PJA2,Stim8hr,0.4492300146337265,0.9478485797113256,15
PKM,Stim8hr,0.7593619794808361,0.7821819668071146,980
PKNOX1,Stim8hr,0.568034293458649,0.8976606575484061,100
PLA2G4A,Stim8hr,-0.0100599818076522,,97
PLCG1,Stim8hr,0.8216743876295012,0.8687535687942569,4310
PLEK2,Stim8hr,-0.1046768937871375,,2661
PLEKHH2,Stim8hr,-0.4487875865500548,,17
PLIN4,Stim8hr,0.2797044347949613,0.4615452519867919,274
PMM2,Stim8hr,0.3656606699598614,0.7752237755756234,211
PNPT1,Stim8hr,0.5645795155296913,0.8676053260272877,419
POLG,Stim8hr,0.4195341751791035,0.6116712881349994,81
POLG2,Stim8hr,-0.044292421354715,0.778737168865702,16
POLRMT,Stim8hr,0.4266565749881387,0.82385147210799,26
PPAT,Stim8hr,0.1530190037196653,0.6862017918768275,26
PPCDC,Stim8hr,0.4083369013413883,0.6843655685961496,281
PPCS,Stim8hr,0.5502162461841988,0.8157150773954741,490
PPDPF,Stim8hr,-0.1888696397962854,,664
PPHLN1,Stim8hr,0.6746626354241665,0.902870338478105,108
PPIH,Stim8hr,0.6674943478144444,0.8878208003209032,142
PPIL1,Stim8hr,0.145480626204995,0.787314934547209,131
PPM1D,Stim8hr,0.6064121139329588,0.7807859032537513,37
PPP1R2,Stim8hr,0.0834915791885669,,513
PPP1R7,Stim8hr,0.8917021587038396,0.9366529220462,11
PPP1R11,Stim8hr,0.5464494980250093,0.821667117799482,348
PPP1R12A,Stim8hr,0.7152085263439125,0.8716207274048422,5
PPP1R13L,Stim8hr,0.8692885497571727,0.7603489570271699,68
PPP1R15B,Stim8hr,0.3207683702679414,0.858421715072887,52
PPP1R18,Stim8hr,0.2074933905186726,0.8510347874297123,42
PPP2R5C,Stim8hr,-0.163279714985484,0.5707515183706108,5
PPP3R1,Stim8hr,-0.1335068520577035,0.3884764199775525,664
PPP4C,Stim8hr,0.719964706428465,0.6869500317459782,100
PPP6C,Stim8hr,0.4285304711106951,0.1560032679415672,219
PPRC1,Stim8hr,0.7448554518215479,0.6801173932453578,47
PRAM1,Stim8hr,-0.4725769444665466,,479
PRCC,Stim8hr,0.3666089993549237,0.5095296903610778,7
PRDM15,Stim8hr,0.7889340602630136,0.8968313069004461,36
PRF1,Stim8hr,0.3281253342996206,0.8616370823904467,12
PRKAR1A,Stim8hr,0.4672820864335523,0.7609116904398154,782
PRKCSH,Stim8hr,0.3924643787618736,0.936077141370589,21
PRKD2,Stim8hr,0.850330864136527,0.9454023204265304,12
PRKRA,Stim8hr,0.3928313626350507,0.9453740982668032,7
PROX2,Stim8hr,-0.1284953191499684,,128
PROZ,Stim8hr,-0.0769151013972975,,99
PRPF39,Stim8hr,0.4446678056776022,0.6189997929597125,129
PRRC2A,Stim8hr,0.8045405015877225,0.9190506372123052,17
PRRC2C,Stim8hr,-0.0522989688892839,0.5779433266138064,4
PRUNE1,Stim8hr,0.9357832857760732,0.9480880644292156,8
PSIP1,Stim8hr,0.3495200232007263,,178
PSMB8,Stim8hr,0.1328687892564767,0.8883533888795856,32
PSMB9,Stim8hr,-0.209569292719945,0.6196547592096805,123
PSMF1,Stim8hr,0.9686288915258144,0.9661843914454264,16
PTBP1,Stim8hr,0.0535470099975025,0.833894549772952,132
PTDSS2,Stim8hr,0.3175885980463331,0.3955033490692625,83
PTEN,Stim8hr,0.7614140077679499,0.8755673594058834,319
PTPA,Stim8hr,0.8536612039998067,0.8637379682842774,29
PTPN2,Stim8hr,0.8639373548412388,0.9033510680727836,11
PTRH2,Stim8hr,0.6795199371280173,0.9083861743524222,30
PUM1,Stim8hr,0.9997995587526134,0.9958658422571334,3
PUS3,Stim8hr,0.3979388543486724,0.8571049856737418,30
PXMP4,Stim8hr,-0.279359142085841,0.3816811440701989,154
QRSL1,Stim8hr,0.8378654269217509,0.9536477066927532,11
R3HCC1L,Stim8hr,0.616875756484549,0.8554921815094834,45
RAB11FIP1,Stim8hr,0.038254514818068,,279
RAB19,Stim8hr,-0.0924061337312202,,376
RAB27B,Stim8hr,-0.2132033182338401,,50
RAB33A,Stim8hr,0.3495341228222649,0.4127242580918188,38
RAC2,Stim8hr,0.8053337797442295,0.969158547380839,4
RAD23A,Stim8hr,0.5586113180994354,0.8953509581729371,37
RAD51B,Stim8hr,0.8506374410624792,0.9152072033744328,11
RAP2A,Stim8hr,0.5577497498806829,0.8458020471391078,22
RASA2,Stim8hr,0.5566486628244458,0.9132163745669736,19
RAVER1,Stim8hr,0.3452563947479612,0.8406105926049159,103
RB1CC1,Stim8hr,-0.0482892970938821,0.3572913799812192,428
RBFA,Stim8hr,0.3937645989711535,0.7833595895272494,17
RBM5,Stim8hr,0.8823268020003009,0.9661759309651196,8
RBM10,Stim8hr,0.7541914952912626,0.91955967382436,71
RBM18,Stim8hr,0.7709171438864799,0.8856900648015713,50
RBM27,Stim8hr,0.65904774030083,0.885091845291145,182
RBM33,Stim8hr,0.0219081120657005,0.6342834308755556,554
RBP5,Stim8hr,0.363930244042878,,115
RBPJ,Stim8hr,0.9981708582095904,0.9735762149749976,8
RC3H1,Stim8hr,0.5090816955350949,0.8470390289569049,18
RCBTB1,Stim8hr,0.4689722114419259,0.7328552527728966,41
RDH13,Stim8hr,0.0040141246785776,0.6764113893290302,617
REL,Stim8hr,0.2660116140685954,0.8576929235653195,7
RELA,Stim8hr,0.7524718358766852,0.0694230372468518,29
RELL2,Stim8hr,0.5560268108186857,0.8347891069782859,300
RELT,Stim8hr,0.8392677158246301,0.9547788500512052,24
REST,Stim8hr,0.4565961983542732,0.8267790369069637,147
RFT1,Stim8hr,0.6394265958384208,0.7263848807696753,454
RFX1,Stim8hr,0.6514494142329634,0.8955315810318915,146
RFXANK,Stim8hr,0.765589724593226,0.86154020096453,59
RHBDD3,Stim8hr,0.5172059046361969,0.7064052598732862,136
RHOF,Stim8hr,0.2502345376911059,0.5221174690990595,123
RIDA,Stim8hr,0.6920945906541184,0.67860358252561,151
RIPK1,Stim8hr,0.9977739679001374,0.9801719607939594,3
RMND5A,Stim8hr,0.926867366951004,0.9688057107712572,10
RNASEH2A,Stim8hr,0.2210559311543351,0.6731019304868083,52
RNF19B,Stim8hr,0.1080397152069249,,933
RNF20,Stim8hr,0.5962044965854566,0.806112807866804,347
RNF41,Stim8hr,-0.012930854892285,0.9392210419135718,31
RNF145,Stim8hr,-0.330419656842125,0.7519032566302378,3
RNF181,Stim8hr,0.4613115946901608,0.9268825945401056,6
RNF215,Stim8hr,-0.2368783242604935,0.3267906911406115,103
RNFT1,Stim8hr,-0.0967047369461325,0.7219356411593386,156
RNFT2,Stim8hr,0.5354627251823193,0.7398788893587023,13
RPE,Stim8hr,0.5773286559622859,0.8754370715397252,21
RPRD1B,Stim8hr,0.2438838763648576,0.4916014948827619,467
RPRD2,Stim8hr,0.7354481956411889,0.8517044483995886,716
RPTOR,Stim8hr,0.3746208358874109,0.3670330899682876,836
RRAGC,Stim8hr,0.5257903347711779,0.9267327262870364,7
RREB1,Stim8hr,0.6422986700745629,0.959352578861791,30
RTN4IP1,Stim8hr,0.9389461327981912,0.9806880941780176,6
RTRAF,Stim8hr,0.7348877300888735,0.8223157876957103,1397
RWDD2B,Stim8hr,-0.0149718477919581,,1478
SAMD1,Stim8hr,0.7266858414828223,0.7067937749354288,132
SARNP,Stim8hr,0.9236586095944616,0.9830091061288544,6
SARS2,Stim8hr,0.158137306645365,0.8940209810535682,16
SCAP,Stim8hr,0.4938228978939218,0.8756671208756606,14
SCGB2B2,Stim8hr,0.0817179143946485,0.7862603567593242,14
SCO2,Stim8hr,0.4310759778840456,0.8928828799479728,126
SCRN3,Stim8hr,-0.16676482641843,0.12829224478238,122
SCRT2,Stim8hr,-0.1531152729897775,0.2023241349379362,56
SCYL3,Stim8hr,0.1075181023726404,0.7974385467672392,252
SEC14L1,Stim8hr,0.5807058044729506,0.8067987034658278,165
SEC14L2,Stim8hr,0.1356136281722193,,31
SEC14L5,Stim8hr,-0.2755179382714184,,70
SEC22A,Stim8hr,0.9505184693041756,0.983692236816844,24
SEC63,Stim8hr,0.3432042686523245,0.9133427741298052,194
SEL1L,Stim8hr,0.5749457575971073,0.8357035365241815,495
SENP1,Stim8hr,0.987808333371888,0.9709831649483268,8
SENP5,Stim8hr,0.1569622695112595,,4513
SERBP1,Stim8hr,-0.992481649410886,,3
SETD1B,Stim8hr,0.8513766014564061,0.9037051169295732,64
SETD2,Stim8hr,0.5892556950951044,0.8187943045728082,328
SETDB1,Stim8hr,0.9069932868619074,0.8804981723740926,348
SFXN1,Stim8hr,0.2662041395433946,0.5603936066476898,92
SGF29,Stim8hr,0.8270021147115773,0.8477558057801301,2066
SHLD1,Stim8hr,0.0883649874669951,,443
SHOC2,Stim8hr,0.6214946314834318,0.867895734512198,134
SHQ1,Stim8hr,-0.6035309764251651,0.6675370026738091,16
SIK2,Stim8hr,0.579863341912644,0.921498819741962,15
SIK3,Stim8hr,0.6041994494006064,0.8987744868080224,59
SIN3A,Stim8hr,0.8619548166711871,0.8127423542316954,3
SIN3B,Stim8hr,0.6590093649934777,0.8673793155752767,530
SIRT6,Stim8hr,0.9948033897443884,0.9886561184435338,3
SIRT7,Stim8hr,0.2571346409213711,,14
SKA2,Stim8hr,0.9744853306051026,0.8814861450799092,3
SLA2,Stim8hr,0.2001599745132735,0.8662411555180238,74
SLAMF7,Stim8hr,0.098671641837598,0.526687382687016,40
SLC3A2,Stim8hr,0.1545276822220782,,4250
SLC4A1AP,Stim8hr,0.6191917505016947,,229
SLC4A7,Stim8hr,0.5945113761098547,0.8337644522656436,6
SLC5A6,Stim8hr,-0.040477824736436,,1022
SLC9A5,Stim8hr,0.0888267992897912,0.4212684945394572,608
SLC17A5,Stim8hr,-0.1208288410967773,0.729002610649856,328
SLC22A15,Stim8hr,-0.0631457049054697,0.3001668109144897,113
SLC24A1,Stim8hr,0.5235216076530114,0.835287960523959,755
SLC25A1,Stim8hr,0.3806992523723873,0.8945070263228747,4
SLC25A10,Stim8hr,0.6117667687524141,0.9021028277332576,7
SLC25A27,Stim8hr,-0.7652052831278179,,14
SLC25A51,Stim8hr,0.88397979067187,0.9018549534594746,17
SLC31A1,Stim8hr,0.4430621719594761,0.8655585977557193,203
SLC35E3,Stim8hr,-0.1301229590515845,0.8823951491460625,20
SLC39A6,Stim8hr,0.903016320492997,0.8777092343365444,19
SLF1,Stim8hr,0.2045304406829581,0.6288902641889517,414
SLK,Stim8hr,0.6099733733259339,0.8193287623433573,66
SLTM,Stim8hr,0.0333532620006185,0.9059075074369908,13
SMAD3,Stim8hr,-0.2347122034880538,,329
SMAP2,Stim8hr,0.6770623026631012,0.8759854082944751,28
SMARCA4,Stim8hr,0.5014735319348853,0.9136437631675788,19
SMARCA5,Stim8hr,0.4784279818360314,0.8351133299998535,1292
SMARCB1,Stim8hr,0.4266023684625453,0.21505163789922,1363
SMARCD1,Stim8hr,0.4770736932157067,0.8671270035684162,32
SMG7,Stim8hr,0.5529166114436089,0.7102122204940358,1246
SMG8,Stim8hr,0.8736629133919404,0.907131492532557,192
SMG9,Stim8hr,0.7455000323377127,0.8989205666850386,335
SMS,Stim8hr,0.6002159111474837,0.9679402679370191,4
SND1,Stim8hr,0.4068289959082548,0.9250701480073006,10
SNRPB2,Stim8hr,0.8664644459811591,0.9626731434898186,23
SOCS4,Stim8hr,0.5361789664320615,0.9268748663284934,12
SOD2,Stim8hr,0.9919137590747696,0.964954986051396,7
SP1,Stim8hr,0.9317754245054828,0.9773737276585748,11
SP2,Stim8hr,0.7492012703512227,0.8281345448671789,730
SP5,Stim8hr,0.1531931259663728,0.790024068151824,141
SP100,Stim8hr,-0.0171985606194173,0.876265693898644,56
SPON1,Stim8hr,-0.1389720408785437,,66
SPOP,Stim8hr,0.8647276459177673,0.9170789092448924,7
SPSB2,Stim8hr,0.7812835245810494,0.8883272492046246,6
